,Raw,req-label,req,chunk-count,chunks-in-req,keyword-count,keywords-in-req
314,"F:The leads washing functionality will insert all leads captured by the web service.
",F,The leads washing functionality will insert all leads captured by the web service.,2,"washing functionality, web service",7,"lead, wash, web, functionality, insert, capture, service"
315,"F:If the leads score falls within the high average score then it will be process by the ARA functionality.
",F,If the leads score falls within the high average score then it will be process by the ARA functionality.,2,"average score, ara functionality",9,"lead, average, process, functionality, score, fall, high, ara, within"
316,"F:If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.
",F,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,4,"medium average, verification, enrollment coordinator, system",13,"lead, average, set, eleads, enrollment, medium, manual, score, verification, system, coordinator, fall, within"
317,"F:If the leads score falls within the low average then it will be returned to the supplying vendor
",F,If the leads score falls within the low average then it will be returned to the supplying vendor,2,"average, supplying vendor",9,"lead, average, supplying, vendor, return, score, low, fall, within"
318,"F:The leads washing functionality will compile both contact and academic scoring information for a total score.
",F,The leads washing functionality will compile both contact and academic scoring information for a total score.,4,"washing functionality, contact, scoring information, score",10,"lead, compile, wash, scoring, functionality, score, information, academic, contact, total"
319,"F:The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.
",F,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,3,"washing functionality, score part, lead",10,"lead, wash, parameter, corporate, functionality, score, use, school, supply, part"
320,"F:The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.
",F,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,4,"washing functionality, lead, vendor, reason of rejection",10,"lead, wash, functionality, return, data, along, rejection, vendor, supply, reason"
321,"F:The leads washing functionality will have an interface in which lead data parameters can be maintained.
",F,The leads washing functionality will have an interface in which lead data parameters can be maintained.,2,"washing functionality, interface",7,"lead, wash, parameter, interface, functionality, data, maintain"
322,"F:The leads washing functionality will verify the users authentication and rights to make parameter updates.
",F,The leads washing functionality will verify the users authentication and rights to make parameter updates.,3,"washing functionality, authentication, make parameter",10,"verify, lead, wash, parameter, functionality, make, user, update, authentication, right"
323,"F:The leads washing functionality will store any potential lead duplicates returned by the enterprise system.
",F,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,3,"washing functionality, lead, enterprise system",9,"lead, wash, enterprise, potential, functionality, return, system, store, duplicate"
324,"F:Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.
",F,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,5,"lead, enterprise system, washing functionality, lead, rep",10,"lead, submit, enterprise, wash, assign, functionality, rep, system, prior, admission"
325,"F:The leads washing functionality shall receive a period list of available reps from the enterprise system.
",F,The leads washing functionality shall receive a period list of available reps from the enterprise system.,3,"washing functionality, period list, enterprise system",11,"lead, wash, receive, list, enterprise, functionality, rep, system, shall, period, available"
326,"LF:The product shall simulate the look of ships at sea.
",LF,The product shall simulate the look of ships at sea.,3,"product, look, at sea",6,"product, sea, shall, look, simulate, ship"
327,"LF:The product shall display the grids within a circle as a view from a periscope.
",LF,The product shall display the grids within a circle as a view from a periscope.,4,"product, circle, view, periscope",8,"periscope, product, circle, view, grid, shall, display, within"
328,"LF:The product shall display each type of ship in a grid using an image of the specific type of ship.
",LF,The product shall display each type of ship in a grid using an image of the specific type of ship.,5,"product, type of ship, grid, image, type of ship",9,"product, image, type, specific, grid, shall, use, display, ship"
329,"LF: When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.
",LF, When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,5,"player, shot, product, sound, ship at sea",10,"product, offensive, take, sound, sea, player, shall, shot, simulate, ship"
330,"LF: When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.
",LF, When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,6,"shot, miss, product, sound, shot, target",8,"miss, product, target, sound, mark, shall, shot, simulate"
331,"LF: When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.
",LF, When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,6,"shot, hit, product, sound, shot, target",8,"product, target, sound, mark, hit, shall, shot, simulate"
332,"LF: When a ship is sunk  the product shall simulate the sound of a sinking ship.
",LF, When a ship is sunk  the product shall simulate the sound of a sinking ship.,4,"ship, product, sound, sinking ship",7,"sink, product, sound, shall, sinking, simulate, ship"
333,"A: The product shall be available 24 hours per day  seven days per week.
",A, The product shall be available 24 hours per day  seven days per week.,3,"product, per day, per week",9,"seven, product, day, hour, per, week, available, shall, 24"
334,"PE:The product shall able to handle a large number of games simultaneously.
",PE,The product shall able to handle a large number of games simultaneously.,2,"product, number",8,"able, game, product, simultaneously, shall, handle, large, number"
335,"PE:The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
",PE,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,6,"response time, flow, game, response time, 95 %, 4 %",13,"enough, game, 2, second, remain, flow, response, time, 95, 4, shall, maintain, fast"
336,"PE:The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.
",PE,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,7,"product, identity, product, access, information, identity, player",11,"provide, might, product, protect, another, information, player, shall, access, identity, reveal"
337,"US:The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.
",US,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,4,"product, nine out ten, game, training",12,"able, successfully, product, game, ten, training, intuitive, nine, complete, shall, user, self-explanatory"
338,"US: The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.
",US, The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,6,"product, spanish, product, user, language, product",14,"product, french, select, language, english, upon, spanish, allow, player, available, shall, user, access, understand"
339,"SE:The product shall provide players no access to information that might reveal the identity of another player
",SE,The product shall provide players no access to information that might reveal the identity of another player,5,"product, access, information, identity, player",10,"provide, might, product, another, information, player, shall, access, identity, reveal"
340,"PE:The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
",PE,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,6,"response time, flow, game, response time, 95 %, 4 %",13,"enough, game, 2, second, remain, flow, response, time, 95, 4, shall, maintain, fast"
341,"F:The product shall maintain a list of players.
",F,The product shall maintain a list of players.,2,"product, list",5,"product, list, player, shall, maintain"
342,"F:The product shall allow a user to identify himself or herself as a player.
",F,The product shall allow a user to identify himself or herself as a player.,3,"product, user, player",6,"product, allow, player, shall, identify, user"
343,"F: Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.
",F, Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,5,"game, product, game, for selection, list",10,"game, product, selection, list, unavailable, assign, make, player, shall, initiate"
344,"F:The product shall allow a user to remove himself or herself from the list of players at any time.
",F,The product shall allow a user to remove himself or herself from the list of players at any time.,4,"product, user, list, time",8,"product, list, time, remove, allow, player, shall, user"
345,"F:The product shall make inactive players unavailable for selection from the list of players.
",F,The product shall make inactive players unavailable for selection from the list of players.,3,"product, for selection, list",8,"product, inactive, selection, unavailable, list, make, player, shall"
346,"F:The product shall remove players who have been inactive for 24 hours from the list of players.
",F,The product shall remove players who have been inactive for 24 hours from the list of players.,2,"product, list",8,"product, inactive, list, hour, remove, player, shall, 24"
347,"F:The product shall allow a player to initiate a game by selecting another available player from the list of players.
",F,The product shall allow a player to initiate a game by selecting another available player from the list of players.,5,"product, player, game, player, list",10,"game, product, select, list, another, allow, player, shall, available, initiate"
348,"F: Once a game is initiated  the product shall display a defensive grid to each player
",F, Once a game is initiated  the product shall display a defensive grid to each player,4,"game, product, grid, player",8,"game, product, display, grid, defensive, shall, player, initiate"
349,"F: Once a game is initiated  the product shall display an offensive grid to each player.
",F, Once a game is initiated  the product shall display an offensive grid to each player.,4,"game, product, grid, player",8,"game, product, offensive, display, grid, player, shall, initiate"
350,"F:The product shall prevent a player from viewing the offensive or defensive grids of the other player.
",F,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,3,"product, player, player",8,"product, offensive, view, player, defensive, shall, grid, prevent"
351,"F: Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.
",F, Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,4,"game, product, player, position",12,"game, product, position, respective, allow, player, defensive, shall, grid, 5, initiate, ship"
352,"F:The product shall allow a player to position ships horizontally on their grid.
",F,The product shall allow a player to position ships horizontally on their grid.,4,"product, player, position, grid",8,"product, position, allow, player, grid, shall, horizontally, ship"
353,"F:The product shall allow the player to position ships vertically on their grid.
",F,The product shall allow the player to position ships vertically on their grid.,4,"product, player, position, grid",8,"product, position, allow, vertically, player, grid, shall, ship"
354,"F:The product shall allow the player to position ships diagonally on their grid
",F,The product shall allow the player to position ships diagonally on their grid,4,"product, player, position, grid",8,"product, position, allow, player, grid, shall, diagonally, ship"
355,"F:The product shall prevent the player from overlapping ships on their grid.
",F,The product shall prevent the player from overlapping ships on their grid.,3,"product, player, grid",7,"product, overlap, player, grid, shall, prevent, ship"
356,"F: When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.
",F, When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,4,"product, status, player, turn",12,"position, product, status, turn, player, defensive, grid, shall, 5, first, define, ship"
357,"F: For each turn  the product shall identify one player as offensive status and one player as defensive status.
",F, For each turn  the product shall identify one player as offensive status and one player as defensive status.,6,"turn, product, identify one player, status, one player, status",9,"product, offensive, turn, player, one, shall, identify, defensive, status"
358,"F: The product shall maintain the status of each player for a turn  either offensive or defensive.
",F, The product shall maintain the status of each player for a turn  either offensive or defensive.,4,"product, status, player, turn",9,"product, either, offensive, turn, player, defensive, shall, maintain, status"
359,"F: At the start of each turn  the product shall notify each player of his or her status.
",F, At the start of each turn  the product shall notify each player of his or her status.,5,"start, turn, product, player, status",7,"notify, product, start, turn, player, shall, status"
360,"F: For each turn  the product shall allow the offensive player to define a shot.
",F, For each turn  the product shall allow the offensive player to define a shot.,4,"turn, product, player, shot",8,"product, offensive, turn, allow, player, shall, define, shot"
361,"F: For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.
",F, For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,7,"shot, product, grid, player, shot, hit, miss",11,"miss, product, whether, examine, hit, grid, defensive, shall, player, determine, shot"
362,"F: For each shot  the product shall notify the players whether the shot was a hit or miss.
",F, For each shot  the product shall notify the players whether the shot was a hit or miss.,5,"shot, product, shot, hit, miss",8,"notify, miss, product, whether, hit, player, shall, shot"
363,"F: For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.
",F, For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,6,"shot, product, shot, hit, grid, player",9,"miss, product, mark, hit, defensive, shall, grid, player, shot"
364,"F: For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.
",F, For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,6,"shot, product, shot, hit, grid, player",9,"miss, product, offensive, mark, hit, grid, shall, player, shot"
365,"F:When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.
",F,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,5,"hit, ship, product, ship, was sunk",9,"sink, notify, product, result, hit, player, sunk, shall, ship"
366,"F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.
",F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,6,"hit, ship, product, ship as sunk, grid, player",11,"sink, product, result, hit, mark, sunk, shall, defensive, grid, player, ship"
367,"F:When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.
",F,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,7,"hit, ship, product, type, sunk, grid, player",12,"sink, product, result, type, indicate, hit, grid, sunk, shall, defensive, player, ship"
368,"F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.
",F,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,6,"hit, ship, product, ship as sunk, grid, player",11,"sink, product, result, offensive, hit, mark, sunk, shall, grid, player, ship"
369,"F:If the shot was marked as a hit  the product shall allow the offensive player to define a shot.
",F,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,5,"shot, hit, product, player, shot",9,"product, offensive, allow, mark, hit, player, shall, define, shot"
370,"F:If the shot was marked as a miss  the product shall change the status of the offensive player to defensive
",F,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,5,"shot, miss, product, status, player",10,"miss, product, offensive, mark, player, change, shall, defensive, status, shot"
371,"F:If the shot was marked as a miss  the product shall change the status of the defensive player to offensive
",F,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,5,"shot, miss, product, status, player",10,"miss, product, offensive, mark, player, change, shall, defensive, status, shot"
372,"F:The product shall continue to assign turns until the game is ended.
",F,The product shall continue to assign turns until the game is ended.,2,"product, game",7,"game, product, continue, assign, turn, shall, end"
373,"F:The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships  which had not been previously marked as sunk.
",F,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships  which had not been previously marked as sunk.,6,"product, game, hit, player, player, previously marked as sunk",16,"sink, game, product, previously, result, offensive, last, hit, player, defensive, shall, mark, sunk, end, 's, ship"
374,"F:The product shall allow a player to end a game at any time during the game.
",F,The product shall allow a player to end a game at any time during the game.,5,"product, player, game, time, game",7,"game, product, time, allow, player, shall, end"
375,"F:When a game is ended  the product shall notify the players that the game is ended.
",F,When a game is ended  the product shall notify the players that the game is ended.,3,"game, product, game",6,"notify, game, product, player, shall, end"
376,"F:The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).
",F,The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,8,"notification, game, reason, game, player, game, player, game",8,"game, win, notification, include, player, end, i.e, reason"
377,"F:When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.
",F,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,5,"game, product, player, player, list",9,"game, product, list, allow, player, shall, identify, available, end"
378,"F:When a game is ended  the product shall allow each player to remove himself or herself from the list of players.
",F,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,4,"game, product, player, list",8,"game, product, list, remove, allow, player, shall, end"
379,"US:The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.
",US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,2,"system, system task",13,"able, 2, accomplish, task, minute, must, supervisor, system, shall, use, easy, caller, within"
380,"US:The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.
",US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,2,"system, system",10,"learn, 10, minute, supervisor, system, shall, easy, caller, use, within"
381,"PE:The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.
",PE,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,10,"system, depaul, center, supervisor, system, system response time, 90 %, time, rest, time",19,"responsive, 90, depaul, rest, view, system, shall, 2, teleservices, must, supervisor, caller, center, second, response, schedule, time, use, 5"
382,"PE:On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.
",PE,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,4,"56k connection, system response time, 90 %, time",10,"56k, connection, operation, 90, second, response, time, must, system, 6"
383,"PE:On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.
",PE,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,4,"112k connection, system response time, 90 %, time",11,"connection, operation, 90, second, faster, response, time, must, 3, system, 112k"
384,"A:The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.
",A,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,6,"system, availability, day, year.the system, for use, year",13,"day, year.the, 12:00am, year, every, must, 6:00pm, system, high, shall, available, availability, use"
385,"A:The system must be available for use between 7:00AM and 11:59PM all days of the year.
",A,The system must be available for use between 7:00AM and 11:59PM all days of the year.,3,"system, for use, year",8,"11:59pm, day, year, 7:00am, must, system, available, use"
386,"MN:The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.
",MN,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,5,"product, browser, product, explorer, netscape navigator",11,"internet, product, independent.the, explorer, run, must, navigator, shall, use, browser, netscape"
387,"SE:The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.
",SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,5,"product, time, product, access, time",12,"slot, product, empty, must, time, supervisor, ensure, allow, slots.the, advertise, shall, access"
388,"SE:The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.
",SE,The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,5,"product, caller, product, access, time",15,"slot, product, empty, must, time, supervisor, ensure, enter, allow, advertise, shall, caller, access, schedule.the, 's"
389,"SE:The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.
",SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,5,"product, view schedule, product, access, time",14,"slot, product, callers.the, empty, must, time, supervisor, ensure, view, schedule, allow, advertise, shall, access"
390,"LF:The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.
",LF,The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,6,"interface, look, interface, usability survey, 90 % of beta, interface",12,"90, adequately, interface, simple, beta, usability, must, shall, tester, report, look, survey"
391,"LF:The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.
",LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,5,"interface, interface, usability survey, 80 % of beta, interface",12,"interface, beta, usability, must, supervisor, shall, caller, appeal, tester, report, survey, 80"
392,"LF:The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.
",LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,5,"product, provide gui, based monitoring services.system, monitor message, support",18,"product, problem, shall, determine, also, support, base, services.system, administrator, external, internal, gui, provide, message, monitor, exchange, predict, monitoring"
393,"LF:The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.
",LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,4,"product, comply with city, application development guide framework.application development framework, user interface",15,"chicago, framework.application, product, application, framework, provide, structured, interface, guide, development, city, graphical, shall, user, comply"
394,"US:The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.
",US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,5,"product, product, for system, dbas, of usage",13,"provide, product, administrator, monitor, system, dba, week, shall, easy, use, usage, services.the, two"
395,"US:The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.
",US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,8,"product, provide error, product, system, dbas, resolve transaction, 99 %, time",14,"provide, error, product, 99, administrator, help, time, resolve, system, track, dba, shall, services.the, transaction"
396,"US:The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)
",US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),6,"product, product, help system, reporting, kpis, performance",15,"provide, performance, product, reporting, administrator, portals.the, help, kpis, analyze, ad-hoc, indicator, system, shall, key, transaction"
397,"PE:The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications
",PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,4,"product, product, processing, overhead",12,"provide, parallel, product, message, processing, asynchronous, reduce, shall, messaging.the, overhead, enable, communication"
398,"PE:The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.
",PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,7,"product, provide multi-threading, load balancing.the product, technology, as well as load, load, traffic",13,"provide, product, load, well, traffic, balancing.the, multi-threading, overcome, data, shall, balance, spike, technology"
399,"PE:The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds
",PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,3,"product, product, message processing time",11,"2, product, maximum, process, message, second, processing, time, seconds.the, shall, within"
400,"PE:The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.
",PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,6,"product, system, second.the product, system, maximum, 1 second",11,"poll, product, new, maximum, message, second, every, system, shall, second.the, 1"
401,"PE:The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.
",PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,9,"product, change support, transparent resource, product, resource addition, change support, provide scalability, service, 1 day",16,"provide, support, product, addition.the, scalability, day, addition, resource, avoid, change, shall, service, transparent, 1, dynamic, interruption"
402,"A:The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.
",A,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,10,"product, 99 %, time, rationale, avoid service interruption, customer service response, product, 99.99 %, time, business",17,"product, 99, day, regular, busy, business, response, time, avoid, customer, available, shall, service, period, rationale, 99.99, interruption"
403,"FT:The product shall be robust.The product shall have fault avoidance based on standards adoption.
",FT,The product shall be robust.The product shall have fault avoidance based on standards adoption.,4,"product, product, have fault avoidance, adoption",8,"product, fault, base, adoption, standard, shall, robust.the, avoidance"
404,"FT:The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.
",FT,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,5,"product, with fault tolerance.the product, have fault tolerance, using recovery technique, transaction",14,"product, fault, failure, recovery, technique, around, tolerance.the, shall, use, robust, tolerance, transaction, rout, compensatory"
405,"SC:The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.
",SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,4,"product, product, process minimum, per year",11,"able, product, transactions.the, process, million, year, per, shall, minimum, 1, transaction"
406,"O:The product shall be platform independent.The product shall enable access to any type of development environment and platform.
",O,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,5,"product, product, enable access, type of development environment, platform",9,"independent.the, product, platform, type, development, environment, shall, enable, access"
407,"O:The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.
",O,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,6,"product, interface csr, product, between csr, eam, time basis",15,"two, product, datastream.the, message, direct, interface, without, time, csr, exchange, system, shall, basis, eam, real"
408,"MN:The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.
",MN,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,5,"product, change, resource addition.the product, interruption in service, resource",14,"upgrade, addition.the, product, new, able, continue, addition, resource, due, operate, change, shall, service, interruption"
409,"MN:The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.
",MN,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,4,"product, basis.the product, feature, maintenance",15,"product, new, introduce, feature, regular, month, every, quarterly, basis.the, release, shall, maintenance, six, major, update"
410,"MN:The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.
",MN,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,5,"product, platform.the product, technology, change, architecture",11,"product, platform.the, new, architecture, without, every, operate, change, shall, technology, accommodate"
411,"SE: The product shall have security.The product shall provide authentication  and authorization.
",SE, The product shall have security.The product shall provide authentication  and authorization.,4,"product, product, provide authentication, authorization",6,"provide, product, authentication, authorization, shall, security.the"
412,"SE:The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.
",SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,5,"product, information security, product, enable privacy by encryption ws-security, integrity checking",10,"product, checking, information, security, privacy, shall, encryption, integrity, ws-security, enable"
413,"SE:The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.
",SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,5,"product, have audit capabilities.the product, minimum, one year for audit, transaction tracking",12,"product, message, tracking, purpose, year, audit, capabilities.the, one, shall, minimum, store, transaction"
414,"LF:The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.
",LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,6,"system, use ibm, ccr branding, interface, have one ibm logo, one ccr logo",11,"branding, ccr, interface, ibm, must, logo, system, standard, shall, use, one"
415,"LF:The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.
",LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,5,"system, work computer, user, system interface, resolution",15,"displayable, resolution, ccr, 600, computer, interface, format, display, may, 800, system, shall, pixel, user, work"
416,"LF:The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports
",LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,5,"system interface, nomenclature, system, nomenclature, existing wcs system",9,"wcs, ccr, interface, must, exist, system, report, use, nomenclature"
417,"LF:The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface
",LF,The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,6,"interface, fashion, ccr management, report type, level, dashboard/interface",20,"management, ccr, interface, result, every, type, one, report, fashion, least, data, must, level, dashboard/interface, summary, appeal, show, summarize, 's, high"
